900 115762
407 848 3207578
726 529 65778259
347 266 81708109
136 444 71315815
813 414 62950131
34 772 3593989
234 857 64380930
173 496 19782878
272 591 25553102
421 72 80622338
799 241 58546499
423 106 78179434
452 867 53143238
782 337 56841230
429 585 26898400
734 320 23961521
711 249 83065844
283 589 12372607
841 558 10675573
502 36 11428206
827 812 40495194
625 199 58802482
380 247 16468205
899 1 59042765
622 663 70209916
74 508 68683562
250 323 24948609
471 537 21516953
181 220 81333845
61 536 17222315
755 64 72938633
533 455 56996111
695 77 31970823
543 438 86467992
232 797 1777977
231 797 30050249
738 17 64122837
844 282 80381047
795 8 10361229
496 54 38740421
129 674 66416708
889 693 46793599
642 767 62520302
477 328 11693529
734 896 86607627
407 749 76221497
782 26 88525182
155 138 18272709
525 199 63006721
638 567 634871
41 543 65131765
887 583 2415134
74 636 46366601
306 407 6830238
422 199 75135333
436 288 83517647
309 308 48085224
504 399 11127308
735 150 83750074
223 676 37042180
768 118 82004413
652 733 53827962
67 351 27495866
761 274 53005691
571 161 48452556
364 889 64122423
399 755 28897773
90 473 8047997
27 722 23788356
635 764 8104577
459 61 72720516
895 514 11498409
427 877 45216805
717 401 13220511
597 124 21313307
604 217 78420233
208 463 5292573
685 655 48963650
88 730 59652683
277 839 58759581
347 736 85424085
769 775 83474836
829 834 56823928
504 808 60703831
473 298 22589082
419 98 64237017
573 373 26636489
41 193 40215372
269 396 68617361
590 332 33835494
412 200 60650660
836 402 17450009
521 543 70863395
24 653 86136498
403 148 19172775
445 480 988453
468 111 71763055
541 210 57739849
669 251 13229602
830 31 78327307
596 157 36046522
434 132 76146464
788 697 44067939
578 485 80195330
817 105 17821030
638 327 20315092
125 899 40001688
595 668 52615726
550 597 31357501
539 55 235723
442 16 7882509
676 450 32394201
746 304 68861368
829 254 39183696
702 723 88628312
714 895 75086263
624 399 48926759
132 191 12271003
621 406 34591657
615 385 79512363
449 818 82398099
5 567 41624725
678 168 58530539
345 582 17787502
21 110 6956915
149 178 71370275
315 583 68332076
866 821 58707970
137 535 77029774
839 119 72459237
24 754 88520106
478 348 56598037
802 655 51457683
485 302 53361288
538 375 31428667
682 846 68520726
591 221 55828349
79 232 4383448
329 348 6147498
354 197 35041851
137 762 38885681
622 414 722239
553 841 60968364
283 444 48274090
658 114 33908358
697 860 69084507
544 499 50606784
789 297 39084398
380 6 6450353
206 534 47450535
776 362 65633831
429 3 78167086
542 242 22836690
393 373 75591278
861 671 87253219
495 613 81969244
467 332 43271678
750 295 59265937
100 757 6701706
803 792 74931180
607 583 78041335
218 73 5574507
668 871 73900688
319 831 14507383
668 276 85427939
501 543 58648762
472 479 669314
714 853 46213855
102 331 65670567
705 803 82133999
773 96 63143066
738 357 57653076
865 577 86249684
865 868 69616831
396 120 10262526
771 92 20463309
658 830 77983177
130 615 69938682
437 830 41635118
396 554 17324698
309 332 63010513
232 665 75720315
449 860 53314129
623 864 65527135
763 897 68700395
393 430 61908915
280 828 46215636
273 78 24852687
376 553 38809194
91 730 18698872
466 726 15490592
821 345 28717931
202 664 18425356
581 478 69866459
880 875 2355306
280 129 37132133
243 499 46005104
138 243 44723416
179 739 88847530
243 387 15938103
121 519 66129760
747 73 610307
3 447 24603320
587 91 5885042
101 467 13179239
749 628 22491459
92 662 66967618
399 879 69084324
418 49 29568533
135 878 41320309
880 347 68582539
440 445 72187491
466 828 7295349
167 305 87432742
198 556 32925043
543 275 53519206
797 703 1407380
393 681 23797629
411 36 407112
300 253 14685033
407 83 968469
213 871 17231780
732 677 87695592
611 545 6369773
148 144 68461823
53 206 3159539
297 597 3667035
414 229 7929180
66 744 52468971
839 309 59919597
182 564 64501141
533 176 23697362
509 122 42271953
554 269 88029330
40 236 56129238
472 684 7686474
569 887 66053568
557 798 56618443
60 10 14375954
687 700 5014032
231 630 21159650
317 743 13751189
755 170 76217109
352 246 38715315
656 699 75236879
531 388 53567724
299 391 73820090
270 433 75030929
679 651 63321210
358 454 26121233
699 258 43500647
119 316 6546313
165 877 34749593
676 371 45327133
458 418 48753097
734 728 88028987
652 167 81080376
429 540 22104216
706 302 80961084
249 228 35965105
582 820 26254658
377 381 2739597
454 184 15694061
87 443 69133596
578 71 4365382
573 528 75581899
819 455 12772682
785 532 893014
190 653 86389594
158 272 78037203
589 213 58001725
576 232 23067804
213 338 23578554
615 350 15075324
830 109 48288286
524 898 89574746
690 604 36456521
182 750 77754028
365 652 78127923
674 338 44372188
850 642 19081105
27 710 69685529
27 859 18346203
839 748 3159073
273 73 6610770
143 9 8790413
605 562 62862928
549 5 56724095
199 392 18775753
505 537 28858585
475 174 55547563
371 429 71177432
703 843 27422126
891 232 57245549
86 823 38621542
785 717 38949023
147 271 5753100
289 197 13970950
385 833 82629360
571 37 87890125
112 879 14657678
51 399 78457227
347 214 23689975
450 730 85606306
875 813 86247345
398 640 14524372
38 169 74144323
710 749 63118434
9 780 35675630
123 42 85555688
556 568 5164150
595 48 24394448
717 615 28900520
397 249 47895867
424 582 57035296
467 659 67228664
180 719 19298371
26 394 61192956
89 109 28942083
113 880 27245694
428 180 7238890
726 692 19416214
317 599 67329933
363 509 22559127
24 776 88761781
626 889 81559203
94 536 7311412
624 537 56745041
220 729 49961239
221 601 33709966
617 273 77874702
322 678 81742162
522 806 40668292
45 785 10191343
448 586 52994652
432 343 17063243
686 14 85671863
46 668 68961493
182 308 55679936
495 174 18698963
744 526 75707873
628 249 22922309
886 547 6717765
280 494 41981582
180 782 48881703
164 278 61300733
382 432 60064688
47 721 72556884
285 512 33172662
722 869 15074964
109 18 29317067
861 646 21751570
289 518 61600529
268 533 60554930
692 448 48218378
899 15 29148386
885 611 16989553
169 273 78085990
444 796 83286293
855 371 47030544
390 94 47601738
602 87 35431879
484 532 54167930
13 309 7841301
700 640 48366720
355 410 27669465
115 4 79930308
118 62 17654242
33 293 59568180
889 807 39722159
747 558 44828304
457 173 50701205
675 135 59493546
81 678 22260991
106 139 30034450
582 474 72724998
585 216 85829897
111 205 50732262
620 564 80257351
261 745 74199335
385 819 35863220
651 483 27824603
705 309 21667469
254 450 56989487
810 759 58870168
682 542 21218556
527 259 44058395
523 132 87418833
843 601 37335170
592 724 41847398
97 266 68522873
319 108 4290082
360 541 22345593
675 344 66723073
125 306 28706168
792 122 35913027
647 81 15684436
490 673 37928487
841 293 17048300
629 192 69292711
636 787 13372018
654 9 67662196
420 306 64584225
40 795 43090452
103 378 14442418
679 834 5105487
194 595 29076978
732 224 39255130
789 369 78714232
246 511 39310345
746 311 16095540
150 132 37339004
207 129 54854399
592 183 34194749
170 779 57059171
612 501 40081018
164 702 12509367
73 52 48028122
335 468 9149220
452 787 48546734
873 746 22149674
693 397 53550242
447 642 6949546
144 180 2352825
899 391 1568549
177 755 82027638
785 810 64285106
524 802 49870932
339 356 986855
193 62 67798311
413 200 83280824
533 796 46538361
772 191 26581269
595 856 19192961
54 588 65906845
299 372 53551368
516 40 16425936
701 16 72101637
738 329 24929128
499 221 13493246
79 372 76581618
746 548 24301616
729 420 5358693
717 429 77873681
608 269 59700631
233 82 35172032
16 696 85500238
1 723 73321015
226 776 64166634
756 613 47102721
723 896 7787290
601 409 37382121
544 21 15108563
477 428 47653222
70 482 36431265
881 262 83866752
15 259 13905285
279 857 72891822
362 716 28958084
721 636 15002749
195 750 12937432
873 2 6390027
412 130 77097541
545 711 19938199
725 750 7549305
888 427 3887876
328 306 86800779
35 451 83040211
37 596 31187782
164 781 15762736
43 661 55462436
610 88 39937568
532 453 54755914
43 251 89021497
49 379 30422577
459 589 43308225
299 444 61623326
447 163 60944032
890 519 38121739
436 667 15337951
693 624 28634991
631 497 80790562
59 182 28080606
583 181 66783710
23 210 71530879
898 830 58241501
385 87 68584188
386 727 39035671
259 278 12315287
34 145 54166597
496 781 32136323
389 673 59905996
491 894 16704505
453 421 69500675
237 574 84869915
613 104 44480489
554 336 10658554
518 48 64232004
211 625 45279913
491 532 39678361
611 199 12386134
500 596 75017660
892 596 60667560
254 258 13934868
882 733 1842726
60 692 65519710
173 710 70594786
615 531 53596468
749 166 83005699
790 783 9583691
85 800 40850138
246 65 82809552
344 878 56250516
375 651 50140785
132 311 257318
441 252 45992568
599 894 78012862
660 870 79419042
881 687 33941900
424 166 31986911
247 535 10391760
449 688 12897096
894 581 72052370
215 825 58402724
824 896 63566381
358 354 1934035
417 857 75132888
811 75 50458444
616 832 80074074
868 607 45731325
335 247 16884826
535 40 30592684
645 260 10907514
256 806 8915235
114 809 64465816
462 774 66841907
633 348 2373397
753 444 43465186
265 286 36750216
438 743 17794242
209 594 71737008
237 193 37961075
104 96 20728922
638 542 61042048
212 156 65163918
836 60 13317512
474 698 25369399
592 597 68111656
388 425 64245405
882 5 21571963
273 426 52564361
739 131 46370518
476 303 35435682
136 425 46404155
493 491 85493557
749 835 75574686
474 569 24390909
899 298 70939151
875 698 21348178
268 78 51637473
766 214 88182787
159 353 58442349
242 500 31081078
304 779 22583253
344 284 6001067
124 830 48920960
853 229 72100504
346 305 61827896
372 641 67476123
155 735 38145922
250 538 24686791
851 395 61683160
468 60 81075266
568 130 78859566
79 219 33762642
70 74 82147859
136 479 29991590
117 259 21340137
264 224 18858432
812 621 10362994
305 814 78724630
161 7 23894341
418 583 16702785
361 755 34941426
778 173 39392740
757 385 18618401
572 327 34343630
655 675 51230456
724 25 39786283
213 424 9812637
589 14 67226074
718 58 75775012
84 87 79395129
586 413 36156448
815 863 87155805
86 180 18402568
11 798 5365820
181 725 11814363
868 664 7280528
796 398 23516077
232 636 475401
353 704 43854908
380 707 38003549
879 740 28002860
877 653 48602257
216 638 47194286
479 808 77708788
394 792 48936866
185 417 45557848
719 228 64166571
651 216 2544987
228 867 72980750
622 765 26195824
548 11 11160548
323 719 68504852
685 454 42104767
892 438 13454324
189 683 72372454
516 218 55410105
42 458 33187897
362 339 2167088
707 336 80006225
559 688 89099072
133 634 43983584
579 567 42790418
162 744 33990536
236 256 51173060
520 424 69490028
466 91 74102545
138 298 22812249
411 93 73301973
657 738 62221096
512 178 82920139
388 863 3630139
542 355 13672396
889 380 45773657
449 556 87749749
297 567 50032011
876 463 89631965
599 588 47972081
14 662 13551362
373 165 49590863
562 183 34999445
704 128 54561856
536 407 50620877
240 877 24226461
372 705 19694178
209 131 59553199
622 473 75525489
195 540 71102474
236 195 34394694
558 399 58489882
61 704 30093995
642 471 74213293
622 713 27567409
712 783 78895776
611 356 30546524
754 890 79131442
345 872 88708541
219 42 41626505
710 638 69678988
564 249 76169724
583 896 9347968
435 753 16343291
833 111 25805058
744 49 25093814
728 230 32835336
26 467 13575871
139 322 56945944
50 36 462931
361 785 69620716
296 383 16180003
236 817 18187642
239 127 83417801
669 796 33518668
637 548 87249230
278 676 62187621
716 498 72232300
579 698 65753945
781 547 76708706
565 27 23344825
484 683 64711401
173 323 55048815
518 367 67067377
681 147 42175220
473 521 90745053
765 616 5928729
775 412 23266088
499 893 57348985
671 845 89855108
11 255 59413831
726 770 89056053
87 440 88210221
434 700 23794751
251 238 42008091
14 530 79226726
654 710 43424054
224 94 23336969
551 111 82343401
509 64 83319506
340 610 33886204
484 490 20082016
558 150 77878541
458 125 1169956
135 479 3611696
190 108 3995180
153 368 29403363
882 333 52827736
685 691 37067324
536 702 7072732
253 885 3960117
182 861 18574570
204 144 79629787
670 301 53765055
222 134 42276208
610 746 55219257
85 620 28833642
41 521 50183585
385 42 26455286
847 362 47533045
187 812 87232945
104 660 21701469
893 636 39664912
745 313 5741532
448 452 51947499
725 684 54193848
864 94 42970010
865 261 89513913
748 324 10039340
756 613 24260480
351 375 20913155
411 404 29842288
619 725 55391242
454 556 62045578
432 397 3498797
656 449 79721152
469 263 26300226
498 428 79226531
770 847 61547906
560 766 35000030
704 152 3399268
318 68 42461875
172 558 16697260
216 553 52020497
388 746 34204915
153 709 346760
636 555 11591017
823 495 90295613
861 33 89448158
309 227 49512601
761 146 88360448
48 167 75030991
612 249 36983813
170 293 51915973
556 168 7269762
478 251 20958376
374 423 9989279
285 611 87185344
514 441 50645491
225 311 57446789
342 744 72975876
721 234 12976407
762 97 49036602
655 194 64015678
657 439 17210436
516 548 62602267
563 710 69302935
111 739 65901865
553 550 74626318
78 2 15940098
655 483 87377286
230 448 32861848
720 212 24235035
283 780 24923106
84 250 53893856
349 825 12943241
93 284 10364732
604 556 90352694
102 750 24603824
437 246 19349067
474 527 42109800
554 308 31112617
662 661 38297892
533 711 61211167
310 657 37164945
893 324 70987384
827 354 20308578
866 395 12354809
624 664 20274257
689 477 16435631
548 491 41453465
189 71 47568097
809 446 67476861
447 438 59228469
487 574 16997160
754 827 11339924
885 274 37161191
651 586 90702431
550 550 15967887
710 528 48013686
204 555 68825608
774 443 84382958
401 679 25903910
189 726 37018365
753 159 47180341
845 387 31171057
128 217 16292317
148 6 44300056
230 43 87685131
716 873 13639306
193 792 26002421
663 676 34559760
92 772 65238695
51 768 90462759
463 646 29234042
182 333 54290803
540 848 59753006
347 118 52708976
375 34 84122724
631 345 27823039
211 52 69703101
573 521 6027348
638 514 73869867
142 366 24641777
108 171 51481171
297 277 23099223
840 205 90212341
43 786 6544801
32 253 76945023
463 39 61936578
433 889 74001842
270 515 7287271
117 519 85802306
100 570 19264826
563 709 8575172
409 833 1245834
234 503 35347833
848 452 71406811
197 670 69678430
423 570 3441246
463 302 43734234
432 645 13565968
692 457 56761024
33 304 86919332
86 640 28303268
665 286 78415737
557 54 59586345
589 90 66820874
787 824 781958
695 866 53926719
160 65 58450173
865 198 45403512
414 342 15152549
74 828 89790221
789 381 81881787
815 611 33270499
612 559 7678068
403 526 69714251
233 283 85703273
671 803 30533873
849 606 7348270
19 446 62726940
157 738 83563427
158 317 74794373
678 189 26883870
329 771 53806260
173 657 23398577
216 460 11929017
67 411 70824447
103 324 38739474
350 158 39908773
214 681 43071387
681 243 21363892
889 7 15332387
548 148 15216045
692 807 89505214
812 486 51249739
695 43 26872791
175 480 14725443
695 861 50250087
386 60 4289445
279 413 85111725
404 107 7413453
211 562 62456528
489 415 53412500
767 441 51127277
108 894 20986145
853 475 23987985
468 477 24828389
866 49 47098675
423 619 1121826
248 224 90465200
665 573 38128848
327 516 83098705
574 238 85848216
891 230 39938564
223 646 22496384
31 8 45691270
809 4 63283425
297 349 51303770
241 733 41258866
283 283 35326567
436 452 70022109
226 458 90658198
891 302 4929251
754 56 37671967
348 281 14849331
132 265 82066892
707 743 24275492
702 618 63905249
194 481 10286468
338 407 61459964
429 634 4793387
455 799 5190559
754 551 44827851
362 200 70226231
785 2 29174801
157 773 83219394
668 113 30173153
871 585 89948771
212 5 26420134
585 643 38125495
38 730 78956020
570 150 27501239
763 331 21112079
40 484 12530551
675 888 24680266
272 777 49320624
5 501 19190248
514 14 80199642
652 349 45305193
674 568 6390023
295 641 23292124
307 708 10338512
38 481 27858900
327 37 8685169
410 444 40802920
720 215 24763410
521 669 76231741
28 636 33488651
719 38 53155889
209 847 64338297
1 616 40095650
134 427 36677888
737 214 48363208
392 226 35717287
844 158 20229541
545 600 2771829
510 820 32197262
460 755 66324749
617 251 55104711
334 330 2877177
